Pmin[MeVfm**(-3)]	Pmax[MeVfm**(-3)]	etotmin[MeVfm**(-3)]	etotmax[MeVfm**(-3)]	nbmin[fm**(-3)]	nbmax[fm**(-3)]	A	Z	N	Z/A	mu_bmin[MeV]	mu_bmax[MeV]	mu_emin[MeV]	mu_emax[MeV]
6.082e-15	2.628e-07	1.597e-03	3.584e-03	1.717e-06	3.852e-06	56	26	30	0.464	930.348	930.438	0.597	0.861
2.632e-07	9.711e-06	3.717e-03	1.577e-02	3.995e-06	1.694e-05	62	28	34	0.452	930.438	931.318	0.866	3.007
9.725e-06	1.081e-05	1.629e-02	1.711e-02	1.750e-05	1.838e-05	64	28	36	0.438	931.319	931.379	3.009	3.156
1.083e-05	1.885e-05	1.752e-02	2.268e-02	1.882e-05	2.436e-05	88	38	50	0.432	931.380	931.751	3.189	4.105
1.887e-05	5.072e-05	2.337e-02	3.747e-02	2.510e-05	4.023e-05	86	36	50	0.419	931.752	932.727	4.101	6.541
5.080e-05	1.063e-04	3.874e-02	5.548e-02	4.159e-05	5.952e-05	84	34	50	0.405	932.728	933.825	6.538	9.343
1.064e-04	1.790e-04	5.753e-02	7.427e-02	6.172e-05	7.964e-05	82	32	50	0.390	933.828	934.855	9.341	12.045
1.793e-04	2.653e-04	7.729e-02	9.378e-02	8.287e-05	1.005e-04	80	30	50	0.375	934.858	935.797	12.044	14.602
2.657e-04	3.583e-04	9.845e-02	1.141e-01	1.055e-04	1.222e-04	128	46	82	0.359	935.800	936.614	14.688	17.012
3.589e-04	4.457e-04	1.174e-01	1.307e-01	1.258e-04	1.399e-04	126	44	82	0.349	936.618	937.272	17.015	18.930
4.463e-04	5.518e-04	1.348e-01	1.497e-01	1.443e-04	1.602e-04	124	42	82	0.339	937.276	937.969	18.934	21.023
5.526e-04	6.842e-04	1.548e-01	1.721e-01	1.656e-04	1.840e-04	122	40	82	0.328	937.974	938.727	21.028	23.368
6.852e-04	7.790e-04	1.782e-01	1.899e-01	1.906e-04	2.031e-04	120	38	82	0.317	938.732	939.209	23.374	24.904
7.801e-04	8.299e-04	1.933e-01	1.993e-01	2.066e-04	2.130e-04	122	38	84	0.311	939.214	939.452	24.922	25.697
8.311e-04	8.547e-04	2.027e-01	2.056e-01	2.167e-04	2.197e-04	124	38	86	0.306	939.457	939.565	25.716	26.075
